index,Region_Code,Cost_Call,Total_Charge,Total_Minutes,Total_Calls,Min_Call
2466,5,5.95,44.52,512.4,265,1.93
2467,5,4.91,58.41,594.4,287,2.07
2468,5,5.1,60.01,650.3,306,2.13
2469,1,7.28,50.27,517.3,366,1.41
2470,5,5.2,63.7,604.0,331,1.82
2471,3,5.69,55.05,561.2,313,1.79
2472,3,6.38,51.9,519.0,331,1.57
2473,2,4.18,60.06,659.8,251,2.63
2474,6,5.3,56.61,532.2,300,1.77
2475,7,4.87,54.47,562.7,265,2.12
2476,5,5.27,52.77,562.9,278,2.02
2477,4,4.78,65.67,675.2,314,2.15
2478,5,3.41,81.34,754.9,277,2.73
2479,2,4.8,63.16,646.0,303,2.13
2480,5,4.66,64.53,704.8,301,2.34
2481,5,5.62,61.58,579.3,346,1.67
2482,2,3.58,67.8,652.4,243,2.68
2483,2,4.62,66.89,650.1,309,2.1
2484,3,5.72,59.74,695.6,342,2.03
2485,5,3.38,77.56,771.8,262,2.95
2486,5,5.63,49.74,480.7,280,1.72
2487,1,6.51,48.55,485.1,316,1.54
2488,3,6.19,56.26,551.0,348,1.58
2489,4,5.09,56.22,542.8,286,1.9
2490,5,4.42,66.8,725.2,295,2.46
2491,6,6.67,49.89,578.9,333,1.74
2492,5,3.61,57.95,554.4,209,2.65
2493,5,5.42,45.38,550.8,246,2.24
2494,5,5.22,65.91,561.0,344,1.63
2495,3,5.14,54.32,579.4,279,2.08
2496,2,7.18,48.45,495.0,348,1.42
2497,3,8.19,33.46,403.0,274,1.47
2498,2,6.86,47.83,498.6,328,1.52
2499,1,4.11,72.81,647.6,299,2.17
2500,2,4.49,66.39,613.9,298,2.06
2501,3,4.87,55.39,588.6,270,2.18
2502,7,4.48,68.92,712.0,309,2.3
2503,3,4.97,62.22,665.1,309,2.15
2504,6,5.76,50.04,458.0,288,1.59
2505,5,5.61,55.96,594.5,314,1.89
2506,4,5.1,68.57,630.2,350,1.8
2507,4,6.35,50.7,541.4,322,1.68
2508,2,6.33,56.06,509.9,355,1.44
2509,5,9.05,35.34,398.3,320,1.24
2510,5,5.02,66.92,703.7,336,2.09
2511,3,7.37,47.11,458.4,347,1.32
2512,6,5.02,52.16,563.1,262,2.15
2513,4,9.12,37.82,456.3,345,1.32
2514,5,4.8,62.52,585.1,300,1.95
2515,5,5.17,50.67,533.9,262,2.04
2516,4,5.54,50.94,567.7,282,2.01
2517,3,4.52,67.63,702.5,306,2.3
2518,5,5.32,56.05,595.4,298,2.0
2519,3,5.55,48.33,520.9,268,1.94
2520,7,5.87,54.33,599.3,319,1.88
2521,4,5.38,60.74,560.3,327,1.71
2522,5,6.9,50.85,553.9,351,1.58
2523,4,5.85,49.59,523.2,290,1.8
2524,5,4.18,72.55,703.9,303,2.32
2525,5,4.17,64.96,662.0,271,2.44
2526,4,5.55,42.71,488.7,237,2.06
2527,1,5.27,54.81,572.4,289,1.98
2528,5,4.13,63.41,726.3,262,2.77
2529,3,5.83,61.59,582.3,359,1.62
2530,1,4.55,71.02,629.3,323,1.95
2531,4,6.66,50.72,518.1,338,1.53
2532,4,4.17,65.7,670.8,274,2.45
2533,2,3.82,67.77,698.5,259,2.7
2534,2,6.27,50.42,510.5,316,1.62
2535,4,6.52,43.12,448.0,281,1.59
2536,4,2.69,80.98,730.7,218,3.35
2537,5,3.55,61.96,596.8,220,2.71
2538,2,5.39,52.51,553.6,283,1.96
2539,1,4.57,73.36,712.4,335,2.13
2540,5,7.53,39.43,452.6,297,1.52
2541,5,5.92,49.36,537.4,292,1.84
2542,5,4.62,77.48,713.9,358,1.99
2543,1,3.92,71.43,700.0,280,2.5
2544,2,4.56,54.42,634.1,248,2.56
2545,4,6.94,52.31,563.4,363,1.55
2546,4,4.3,59.47,614.1,256,2.4
2547,4,5.43,57.06,617.0,310,1.99
2548,3,5.44,57.71,563.4,314,1.79
2549,3,6.45,57.81,671.1,373,1.8
2550,5,5.14,58.72,584.7,302,1.94
2551,5,4.38,61.62,640.1,270,2.37
2552,2,5.19,68.01,613.2,353,1.74
2553,4,4.43,74.03,686.5,328,2.09
2554,2,5.4,52.55,523.8,284,1.84
2555,5,5.21,62.02,636.8,323,1.97
2556,1,6.49,44.08,478.2,286,1.67
2557,5,5.41,67.65,694.1,366,1.9
2558,5,6.7,45.98,448.8,308,1.46
2559,7,4.22,66.18,625.6,279,2.24
2560,3,4.34,67.92,681.3,295,2.31
2561,3,7.02,51.41,545.5,361,1.51
2562,3,5.65,53.63,489.6,303,1.62
2563,3,6.06,50.04,564.1,303,1.86
2564,2,4.66,55.12,541.8,257,2.11
2565,3,6.88,45.62,482.0,314,1.54
2566,7,5.19,58.24,587.2,302,1.94
2567,5,4.2,75.08,665.6,315,2.11
2568,5,3.57,68.68,627.3,245,2.56
2569,5,4.75,61.66,645.4,293,2.2
2570,3,7.3,41.79,429.1,305,1.41
2571,7,3.33,64.17,655.4,214,3.06
2572,3,3.05,75.39,604.5,230,2.63
2573,5,4.02,79.39,673.4,319,2.11
2574,1,7.31,52.5,514.1,384,1.34
2575,5,6.33,53.1,577.6,336,1.72
2576,4,4.33,65.75,662.3,285,2.32
2577,3,4.4,60.7,602.7,267,2.26
2578,5,6.31,60.55,599.3,382,1.57
2579,7,5.81,54.05,580.8,314,1.85
2580,5,6.51,48.54,567.5,316,1.8
2581,4,6.66,48.23,496.4,321,1.55
2582,6,4.97,61.13,626.0,304,2.06
2583,6,5.98,56.51,620.0,338,1.83
2584,5,4.76,65.98,619.1,314,1.97
2585,4,5.83,56.28,590.7,328,1.8
2586,3,5.03,57.25,576.2,288,2.0
2587,4,5.45,66.41,641.1,362,1.77
2588,3,5.42,58.88,610.7,319,1.91
2589,2,5.05,56.8,570.9,287,1.99
2590,3,5.08,61.46,638.6,312,2.05
2591,3,5.08,75.25,748.1,382,1.96
2592,5,4.25,62.3,598.1,265,2.26
2593,4,5.89,54.5,545.8,321,1.7
2594,3,3.39,88.97,778.0,302,2.58
2595,5,2.92,78.67,720.6,230,3.13
2596,7,7.68,44.16,490.3,339,1.45
2597,3,4.15,67.3,693.1,279,2.48
2598,5,5.74,52.93,571.5,304,1.88
2599,5,4.32,74.93,747.2,324,2.31
2600,4,4.88,67.25,704.7,328,2.15
2601,5,5.22,60.69,590.5,317,1.86
2602,6,6.96,50.69,469.7,353,1.33
2603,5,4.33,75.67,710.0,328,2.16
2604,5,4.26,58.69,495.6,250,1.98
2605,3,4.11,81.19,814.2,334,2.44
2606,5,4.31,77.46,738.1,334,2.21
2607,3,5.05,59.23,528.2,299,1.77
2608,3,5.15,63.46,668.4,327,2.04
2609,2,3.84,70.9,740.0,272,2.72
2610,5,6.97,46.51,447.0,324,1.38
2611,2,5.23,53.9,528.7,282,1.87
2612,5,4.15,70.2,692.2,291,2.38
2613,3,5.8,60.51,517.0,351,1.47
2614,4,3.74,81.84,688.4,306,2.25
2615,5,5.17,57.27,547.3,296,1.85
2616,1,6.9,53.46,608.5,369,1.65
2617,3,5.22,55.94,544.4,292,1.86
2618,5,5.14,62.87,687.8,323,2.13
2619,3,4.53,56.12,585.2,254,2.3
2620,5,5.14,66.38,690.7,341,2.03
2621,3,6.1,61.8,580.5,377,1.54
2622,3,5.9,56.77,618.0,335,1.84
2623,2,4.68,66.66,592.8,312,1.9
2624,3,4.4,66.37,624.6,292,2.14
2625,5,6.09,55.35,593.1,337,1.76
2626,6,5.14,55.68,529.0,286,1.85
2627,7,4.26,65.29,706.4,278,2.54
2628,5,5.43,62.1,550.3,337,1.63
2629,4,3.47,90.12,821.8,313,2.63
2630,6,5.51,61.19,651.0,337,1.93
2631,3,5.21,58.31,512.6,304,1.69
2632,3,5.15,55.29,510.3,285,1.79
2633,4,4.72,63.56,653.6,300,2.18
2634,5,5.71,50.81,562.3,290,1.94
2635,5,4.83,60.44,603.9,292,2.07
2636,3,4.43,56.39,561.5,250,2.25
2637,2,4.54,61.74,656.8,280,2.35
2638,7,5.63,57.5,639.9,324,1.98
2639,2,3.55,73.05,773.0,259,2.98
2640,5,4.14,79.55,778.6,329,2.37
2641,7,4.99,61.32,696.9,306,2.28
2642,2,6.06,50.49,519.7,306,1.7
2643,3,7.68,42.6,428.7,327,1.31
2644,5,4.34,61.23,602.7,266,2.27
2645,3,4.67,67.72,598.1,316,1.89
2646,5,5.58,65.41,583.9,365,1.6
2647,5,3.69,84.82,790.6,313,2.53
2648,2,5.15,65.84,714.7,339,2.11
2649,3,4.97,65.98,641.2,328,1.95
2650,2,5.14,50.6,523.3,260,2.01
2651,5,4.0,70.0,712.2,280,2.54
2652,4,5.77,58.95,615.8,340,1.81
2653,6,6.88,45.67,555.0,314,1.77
2654,4,4.31,65.65,672.9,283,2.38
2655,3,4.27,61.42,557.6,262,2.13
2656,3,4.55,70.62,664.3,321,2.07
2657,4,3.54,71.75,653.6,254,2.57
2658,7,4.63,68.0,564.5,315,1.79
2659,6,4.71,53.88,588.3,254,2.32
2660,4,3.96,82.76,705.5,328,2.15
2661,3,4.61,69.17,645.2,319,2.02
2662,5,5.14,54.12,583.2,278,2.1
2663,5,4.51,65.63,760.6,296,2.57
2664,6,4.99,60.78,578.3,303,1.91
2665,5,6.35,51.19,560.2,325,1.72
2666,4,4.85,72.65,717.8,352,2.04
2667,4,5.75,59.96,564.4,345,1.64
2668,3,5.02,57.77,506.6,290,1.75
2669,5,6.47,47.27,520.6,306,1.7
2670,2,5.12,60.9,560.0,312,1.79
2671,5,5.37,52.56,563.8,282,2.0
2672,5,4.24,74.52,699.8,316,2.21
2673,3,4.0,71.01,697.7,284,2.46
2674,3,7.92,48.97,527.7,388,1.36
2675,1,5.7,60.49,628.6,345,1.82
2676,2,3.75,69.52,684.1,261,2.62
2677,3,3.96,76.19,665.4,302,2.2
2678,4,3.76,72.79,685.7,274,2.5
2679,2,4.72,62.95,621.8,297,2.09
2680,3,4.1,57.83,577.7,237,2.44
2681,5,5.45,54.66,567.5,298,1.9
2682,7,7.48,36.36,338.9,272,1.25
2683,4,4.4,64.84,611.2,285,2.14
2684,1,4.55,63.68,609.0,290,2.1
2685,1,4.82,59.76,516.2,288,1.79
2686,2,4.9,59.22,599.3,290,2.07
2687,3,4.21,75.07,713.2,316,2.26
2688,6,5.66,65.16,653.8,369,1.77
2689,3,5.41,58.63,584.1,317,1.84
2690,4,4.52,70.28,698.6,318,2.2
2691,7,5.79,60.43,621.1,350,1.77
2692,3,4.09,72.29,647.9,296,2.19
2693,2,4.72,61.83,581.8,292,1.99
2694,3,3.25,74.97,707.3,244,2.9
2695,3,5.81,53.53,507.7,311,1.63
2696,3,3.56,87.28,807.8,311,2.6
2697,3,4.21,65.55,658.7,276,2.39
2698,4,4.21,66.76,689.1,281,2.45
2699,5,6.91,45.45,463.5,314,1.48
2700,5,4.1,75.08,712.2,308,2.31
2701,3,4.38,64.36,655.0,282,2.32
2702,4,6.24,54.5,489.8,340,1.44
2703,4,11.12,33.0,408.2,367,1.11
2704,1,6.75,48.75,514.9,329,1.57
2705,7,4.05,72.82,655.1,295,2.22
2706,5,5.17,61.54,553.2,318,1.74
2707,4,9.15,30.48,366.9,279,1.32
2708,3,4.05,80.44,726.0,326,2.23
2709,4,8.34,32.86,363.1,274,1.33
2710,5,3.85,78.4,723.6,302,2.4
2711,3,5.5,65.65,645.1,361,1.79
2712,7,5.16,57.8,629.0,298,2.11
2713,4,5.55,57.66,560.3,320,1.75
2714,5,5.11,54.81,536.2,280,1.92
2715,4,3.48,79.62,787.4,277,2.84
2716,5,5.08,59.81,592.2,304,1.95
2717,3,6.79,51.69,552.7,351,1.57
2718,6,5.29,63.48,613.8,336,1.83
2719,4,5.53,61.25,627.2,339,1.85
2720,3,4.94,57.25,597.5,283,2.11
2721,3,4.75,71.13,599.1,338,1.77
2722,5,6.22,46.31,461.3,288,1.6
2723,7,6.28,44.57,464.9,280,1.66
2724,4,4.62,75.15,686.6,347,1.98
2725,5,5.12,52.75,517.8,270,1.92
2726,5,6.01,57.54,511.0,346,1.48
2727,4,5.08,66.93,591.4,340,1.74
2728,3,5.46,58.58,605.9,320,1.89
2729,2,6.29,51.2,563.8,322,1.75
2730,4,5.75,64.67,651.2,372,1.75
2731,4,4.24,74.83,719.4,317,2.27
2732,5,4.07,77.92,723.5,317,2.28
2733,6,4.65,61.71,664.3,287,2.31
2734,5,5.52,56.34,573.3,311,1.84
2735,6,4.95,57.97,584.4,287,2.04
2736,6,10.61,35.43,508.5,376,1.35
2737,2,5.82,62.89,648.7,366,1.77
2738,5,5.36,52.27,483.9,280,1.73
2739,2,5.73,54.25,520.0,311,1.67
2740,7,4.76,61.38,630.9,292,2.16
2741,5,5.32,69.35,666.8,369,1.81
2742,5,4.72,69.3,686.5,327,2.1
2743,5,4.47,69.52,716.4,311,2.3
2744,1,6.49,50.26,464.4,326,1.42
2745,4,6.74,43.78,469.9,295,1.59
2746,2,5.43,59.17,535.3,321,1.67
2747,5,3.2,80.71,795.6,258,3.08
2748,5,4.8,52.48,525.4,252,2.08
2749,5,4.97,67.82,617.9,337,1.83
2750,3,6.33,48.32,480.6,306,1.57
2751,3,4.33,64.2,648.7,278,2.33
2752,7,6.2,52.12,572.2,323,1.77
2753,3,9.65,27.77,378.6,268,1.41
2754,3,4.67,62.47,692.0,292,2.37
2755,5,4.0,67.08,629.3,268,2.35
2756,3,6.94,42.49,356.3,295,1.21
2757,6,3.63,68.95,753.7,250,3.01
2758,3,5.83,64.51,667.0,376,1.77
2759,3,8.38,43.69,437.8,366,1.2
2760,3,3.83,71.04,691.6,272,2.54
2761,5,5.68,59.51,599.3,338,1.77
2762,7,8.27,32.89,394.4,272,1.45
2763,5,6.4,53.11,542.0,340,1.59
2764,4,3.85,78.99,764.6,304,2.52
2765,5,6.79,48.19,506.6,327,1.55
2766,5,5.32,58.08,650.7,309,2.11
2767,5,6.17,48.47,501.4,299,1.68
2768,2,6.51,46.83,524.9,305,1.72
2769,3,4.92,51.6,550.8,254,2.17
2770,4,5.01,47.32,526.5,237,2.22
2771,3,4.09,60.16,607.4,246,2.47
2772,3,5.93,50.78,511.3,301,1.7
2773,4,4.48,71.22,665.1,319,2.08
2774,4,5.25,69.46,660.5,365,1.81
2775,2,4.27,68.57,637.8,293,2.18
2776,3,5.96,61.76,599.7,368,1.63
2777,3,3.64,68.91,725.6,251,2.89
2778,4,5.79,56.69,579.0,328,1.77
2779,1,5.57,63.88,608.1,356,1.71
2780,3,4.25,65.37,691.5,278,2.49
2781,5,3.7,66.57,665.5,246,2.71
2782,3,4.85,62.51,620.8,303,2.05
2783,3,5.27,61.25,632.6,323,1.96
2784,5,3.51,74.68,724.4,262,2.76
2785,3,5.62,56.56,534.6,318,1.68
2786,5,5.98,53.84,608.4,322,1.89
2787,5,6.31,45.15,514.6,285,1.81
2788,3,4.7,73.43,698.2,345,2.02
2789,1,5.69,53.75,584.4,306,1.91
2790,5,7.07,40.29,404.0,285,1.42
2791,2,4.22,69.6,717.6,294,2.44
2792,5,8.92,42.02,498.5,375,1.33
2793,5,3.98,81.98,763.2,326,2.34
2794,2,4.4,75.54,688.6,332,2.07
2795,3,6.61,44.66,506.4,295,1.72
2796,7,6.37,62.61,553.1,399,1.39
2797,5,5.01,52.5,515.1,263,1.96
2798,3,7.13,38.29,490.7,273,1.8
2799,5,5.14,59.96,572.1,308,1.86
2800,3,3.56,71.06,651.0,253,2.57
2801,7,4.99,59.47,682.0,297,2.3
2802,5,6.29,50.72,543.8,319,1.7
2803,4,4.21,66.98,584.5,282,2.07
2804,5,7.51,43.93,519.9,330,1.58
2805,3,4.63,60.31,569.3,279,2.04
2806,4,4.23,70.76,704.5,299,2.36
2807,7,5.08,59.07,515.4,300,1.72
2808,3,5.24,57.68,607.7,302,2.01
2809,2,6.23,49.26,522.8,307,1.7
2810,4,3.71,67.89,682.1,252,2.71
2811,5,6.3,52.09,484.7,328,1.48
2812,6,5.11,58.48,652.4,299,2.18
2813,4,5.59,49.05,542.6,274,1.98
2814,4,5.05,50.53,558.3,255,2.19
2815,4,4.41,72.58,734.3,320,2.29
2816,2,4.31,74.41,663.8,321,2.07
2817,3,7.52,36.46,410.2,274,1.5
2818,6,5.93,52.98,469.6,314,1.5
2819,2,5.14,49.76,461.6,256,1.8
2820,3,6.12,58.81,639.3,360,1.78
2821,6,4.03,68.26,637.1,275,2.32
2822,4,5.28,59.88,562.4,316,1.78
2823,3,4.48,60.1,535.4,269,1.99
2824,1,2.44,87.27,761.8,213,3.58
2825,5,6.88,50.44,501.6,347,1.45
2826,3,5.7,60.85,601.2,347,1.73
2827,5,4.62,52.61,568.5,243,2.34
2828,5,7.43,45.34,512.6,337,1.52
2829,5,4.67,75.37,698.1,352,1.98
2830,7,5.92,44.08,450.9,261,1.73
2831,5,5.85,61.85,645.6,362,1.78
2832,5,6.27,49.43,561.5,310,1.81
2833,5,5.5,68.69,575.5,378,1.52
2834,3,4.66,58.6,505.5,273,1.85
2835,6,5.1,59.07,572.5,301,1.9
2836,5,6.55,46.27,505.3,303,1.67
2837,5,4.24,67.88,668.7,288,2.32
2838,6,4.54,55.05,514.6,250,2.06
2839,5,3.61,81.07,801.0,293,2.73
2840,4,5.74,51.91,501.9,298,1.68
2841,6,7.28,43.11,468.7,314,1.49
2842,4,5.02,67.57,674.9,339,1.99
2843,3,7.29,39.62,479.6,289,1.66
2844,4,4.32,57.12,540.1,247,2.19
2845,5,4.72,67.43,631.5,318,1.99
2846,5,4.73,67.21,670.9,318,2.11
2847,2,4.75,60.9,625.7,289,2.17
2848,5,4.81,61.56,575.6,296,1.94
2849,3,5.55,66.28,612.6,368,1.66
2850,2,6.37,52.63,546.1,335,1.63
2851,4,6.15,49.94,516.4,307,1.68
2852,3,6.57,48.52,547.4,319,1.72
2853,4,4.47,56.14,620.4,251,2.47
2854,4,4.75,68.87,697.9,327,2.13
2855,3,5.68,58.76,619.0,334,1.85
2856,3,5.11,59.31,577.9,303,1.91
2857,4,4.72,66.28,658.3,313,2.1
2858,5,4.34,82.3,716.1,357,2.01
2859,5,14.03,27.08,322.9,380,0.85
2860,6,4.16,63.52,661.4,264,2.51
2861,1,4.05,69.55,680.9,282,2.41
2862,4,6.34,46.4,535.4,294,1.82
2863,4,4.41,69.69,693.8,307,2.26
2864,5,5.36,65.09,605.2,349,1.73
2865,4,6.33,49.44,560.1,313,1.79
2866,3,6.76,45.87,461.7,310,1.49
2867,3,3.86,67.12,639.5,259,2.47
2868,4,4.65,65.84,738.7,306,2.41
2869,4,4.38,71.02,786.8,311,2.53
2870,6,6.57,45.84,503.0,301,1.67
2871,5,4.42,65.86,625.8,291,2.15
2872,4,6.63,45.28,433.6,300,1.45
2873,4,4.94,50.24,525.7,248,2.12
2874,2,3.79,83.99,781.5,318,2.46
2875,5,3.53,68.64,679.1,242,2.81
2876,2,4.17,70.75,709.6,295,2.41
2877,5,4.95,56.62,567.6,280,2.03
2878,5,5.52,59.8,615.0,330,1.86
2879,5,4.99,50.13,503.2,250,2.01
2880,3,6.03,61.48,502.4,371,1.35
2881,4,5.42,56.29,567.4,305,1.86
2882,3,6.77,48.32,545.3,327,1.67
2883,4,3.97,69.19,695.8,275,2.53
2884,2,3.76,76.86,721.9,289,2.5
2885,7,4.33,58.88,592.6,255,2.32
2886,4,5.0,58.05,604.3,290,2.08
2887,1,6.17,55.95,489.5,345,1.42
2888,5,7.03,45.24,551.2,318,1.73
2889,4,4.57,75.08,662.3,343,1.93
2890,6,4.76,62.01,522.6,295,1.77
2891,1,6.14,50.84,578.6,312,1.85
2892,5,5.77,47.13,476.4,272,1.75
2893,4,4.98,62.11,623.5,309,2.02
2894,4,5.85,58.64,634.2,343,1.85
2895,5,6.41,48.19,447.3,309,1.45
2896,3,4.05,66.96,589.0,271,2.17
2897,4,7.9,42.81,467.6,338,1.38
2898,4,7.11,42.19,473.2,300,1.58
2899,4,5.27,64.86,665.6,342,1.95
2900,5,7.35,48.45,549.0,356,1.54
2901,2,6.35,45.06,498.0,286,1.74
2902,7,4.3,73.25,709.8,315,2.25
2903,5,3.94,65.02,662.7,256,2.59
2904,3,6.3,55.07,536.1,347,1.54
2905,3,5.82,47.27,479.5,275,1.74
2906,1,5.22,55.32,602.4,289,2.08
2907,3,3.55,69.09,646.2,245,2.64
2908,2,3.68,79.39,769.6,292,2.64
2909,5,7.01,49.62,492.5,348,1.42
2910,5,4.87,55.08,526.3,268,1.96
2911,6,4.28,73.05,648.3,313,2.07
2912,2,5.35,51.41,481.5,275,1.75
2913,1,5.27,55.03,558.7,290,1.93
2914,3,5.21,60.62,578.0,316,1.83
2915,2,4.77,67.91,632.0,324,1.95
2916,6,6.31,44.08,470.4,278,1.69
2917,2,5.42,62.6,642.0,339,1.89
2918,4,5.31,60.45,622.6,321,1.94
2919,2,4.78,61.36,585.6,293,2.0
2920,3,6.24,53.87,580.9,336,1.73
2921,3,4.85,50.34,522.6,244,2.14
2922,3,5.28,57.41,634.3,303,2.09
2923,5,4.51,54.33,603.2,245,2.46
2924,1,3.76,82.29,788.5,309,2.55
2925,4,6.3,58.7,579.1,370,1.57
2926,3,4.31,83.35,819.8,359,2.28
2927,2,6.47,49.73,517.0,322,1.61
2928,7,5.08,61.46,623.1,312,2.0
2929,7,4.68,63.83,623.5,299,2.09
2930,5,7.63,48.51,438.4,370,1.18
2931,3,4.35,68.24,661.7,297,2.23
2932,2,5.02,46.64,396.4,234,1.69
2933,3,3.9,60.05,611.3,234,2.61
2934,7,4.56,49.53,527.2,226,2.33
2935,7,4.28,65.25,647.1,279,2.32
2936,6,3.68,76.31,689.6,281,2.45
2937,5,8.08,45.3,454.7,366,1.24
2938,3,7.0,44.59,453.6,312,1.45
2939,5,4.48,65.91,703.5,295,2.38
2940,7,7.18,45.4,458.6,326,1.41
2941,5,3.95,74.46,743.2,294,2.53
2942,5,3.61,80.52,710.2,291,2.44
2943,3,5.7,61.93,635.8,353,1.8
2944,4,6.41,41.99,405.1,269,1.51
2945,2,4.95,63.04,661.5,312,2.12
2946,1,4.58,55.92,596.0,256,2.33
2947,3,4.22,79.42,782.2,335,2.33
2948,5,4.77,62.03,640.5,296,2.16
2949,3,5.54,64.96,561.4,360,1.56
2950,3,6.42,51.13,572.9,328,1.75
2951,6,6.06,51.48,578.5,312,1.85
2952,2,4.18,74.69,745.1,312,2.39
2953,5,4.71,62.86,672.2,296,2.27
2954,6,5.86,56.68,585.5,332,1.76
2955,5,6.63,47.78,502.1,317,1.58
2956,6,6.6,45.32,499.1,299,1.67
2957,3,4.92,63.99,631.2,315,2.0
2958,5,5.63,53.43,606.4,301,2.01
2959,4,3.9,69.43,662.8,271,2.45
2960,6,5.58,51.98,479.3,290,1.65
2961,5,6.26,52.36,511.9,328,1.56
2962,3,4.57,67.41,616.5,308,2.0
2963,2,4.69,60.55,613.8,284,2.16
2964,1,3.02,74.47,712.5,225,3.17
2965,3,7.21,49.38,468.0,356,1.31
2966,5,4.49,64.4,614.6,289,2.13
2967,5,5.88,58.16,584.7,342,1.71
2968,4,4.87,76.57,738.9,373,1.98
2969,2,5.35,47.5,518.4,254,2.04
2970,3,5.78,52.59,584.8,304,1.92
2971,3,3.94,63.74,553.1,251,2.2
2972,2,5.66,57.8,560.6,327,1.71
2973,3,8.23,39.35,481.2,324,1.49
2974,2,4.05,65.97,640.0,267,2.4
2975,5,5.95,50.73,530.3,302,1.76
2976,5,5.46,57.19,612.5,312,1.96
2977,2,5.44,57.73,575.1,314,1.83
2978,2,4.03,68.44,684.6,276,2.48
2979,7,5.86,52.56,561.9,308,1.82
2980,3,4.04,74.75,717.2,302,2.37
2981,4,5.02,46.37,493.9,233,2.12
2982,3,6.35,59.84,660.1,380,1.74
2983,7,4.7,65.78,656.9,309,2.13
2984,3,4.82,54.76,473.1,264,1.79
2985,3,3.65,69.13,657.3,252,2.61
2986,1,6.11,56.75,551.7,347,1.59
2987,4,6.67,41.25,402.7,275,1.46
2988,5,3.24,72.22,668.9,234,2.86
2989,3,5.74,47.38,476.3,272,1.75
2990,2,6.06,52.5,522.6,318,1.64
2991,3,7.02,48.97,501.4,344,1.46
2992,5,7.27,45.69,474.1,332,1.43
2993,1,3.9,60.01,573.6,234,2.45
2994,4,3.89,74.57,727.5,290,2.51
2995,6,4.74,59.87,552.7,284,1.95
2996,5,8.81,30.21,360.8,266,1.36
2997,4,4.63,72.1,641.2,334,1.92
2998,2,4.22,70.86,702.0,299,2.35
2999,5,4.0,67.21,679.0,269,2.52
3000,4,4.29,65.72,654.5,282,2.32
3001,3,6.07,47.8,507.3,290,1.75
3002,1,3.07,76.89,724.9,236,3.07
3003,5,5.76,48.98,532.7,282,1.89
3004,4,4.31,59.44,536.1,256,2.09
3005,3,5.13,62.33,632.6,320,1.98
3006,3,6.77,55.28,552.4,374,1.48
3007,5,5.33,60.46,565.5,322,1.76
3008,3,4.72,68.0,636.1,321,1.98
3009,5,3.89,69.95,629.1,272,2.31
3010,5,6.93,42.26,467.6,293,1.6
3011,2,4.94,60.53,650.7,299,2.18
3012,4,6.2,47.09,517.2,292,1.77
3013,5,5.08,61.76,636.8,314,2.03
3014,5,7.18,53.23,532.8,382,1.39
3015,4,5.46,54.41,619.3,297,2.09
3016,2,5.73,62.33,614.0,357,1.72
3017,5,3.83,72.32,694.4,277,2.51
3018,4,6.71,52.05,536.3,349,1.54
3019,6,4.07,75.47,726.4,307,2.37
3020,3,4.25,59.02,564.8,251,2.25
3021,2,7.1,44.23,521.4,314,1.66
3022,5,5.55,45.38,484.7,252,1.92
3023,2,5.91,44.18,420.1,261,1.61
3024,1,5.91,42.64,383.0,252,1.52
3025,4,5.7,50.04,414.0,285,1.45
3026,3,4.46,66.08,659.4,295,2.24
3027,5,3.88,73.42,718.5,285,2.52
3028,2,5.43,60.38,656.1,328,2.0
3029,4,6.1,56.88,584.2,347,1.68
3030,3,5.51,60.29,589.3,332,1.78
3031,5,4.76,51.67,546.1,246,2.22
3032,5,8.87,36.85,385.8,327,1.18
3033,5,4.55,58.91,618.9,268,2.31
3034,4,4.65,64.55,535.4,300,1.78
3035,4,5.76,45.12,509.5,260,1.96
3036,6,4.95,64.28,598.3,318,1.88
3037,3,5.73,60.56,656.0,347,1.89
3038,5,6.03,43.14,495.2,260,1.9
3039,7,6.32,51.26,498.7,324,1.54
3040,5,5.68,57.59,647.7,327,1.98
3041,4,6.95,43.87,505.6,305,1.66
3042,4,5.71,61.27,551.0,350,1.57
3043,5,4.54,57.3,530.0,260,2.04
3044,6,4.94,56.67,610.1,280,2.18
3045,3,3.48,76.34,686.3,266,2.58
3046,3,7.36,34.1,401.7,251,1.6
3047,6,5.31,53.31,468.6,283,1.66
3048,5,5.47,57.63,542.8,315,1.72
3049,3,5.66,53.31,558.9,302,1.85
3050,5,5.99,56.45,579.6,338,1.71
3051,5,4.9,61.85,623.9,303,2.06
3052,5,6.02,53.19,578.0,320,1.81
3053,1,5.64,63.66,654.1,359,1.82
3054,5,5.56,60.59,579.4,337,1.72
3055,3,5.39,57.69,570.7,311,1.84
3056,3,4.26,70.41,644.5,300,2.15
3057,3,5.85,49.6,569.3,290,1.96
3058,5,4.91,60.3,583.5,296,1.97
3059,2,6.7,46.72,502.7,313,1.61
3060,5,4.08,70.28,762.1,287,2.66
3061,5,4.68,69.69,703.7,326,2.16
3062,5,4.85,63.54,567.6,308,1.84
3063,4,6.27,51.87,460.3,325,1.42
3064,2,4.48,78.17,727.8,350,2.08
3065,4,4.21,65.85,640.0,277,2.31
3066,1,4.88,62.95,617.9,307,2.01
3067,1,7.2,44.29,501.6,319,1.57
3068,5,4.72,54.41,517.2,257,2.01
3069,3,5.82,53.11,547.4,309,1.77
3070,5,5.38,55.73,558.7,300,1.86
3071,2,6.64,51.51,464.2,342,1.36
